year,coc_number,coc_name,coc_category,pit_overall_homeless,pit_sheltered_es_homeless,pit_sheltered_th_homeless,pit_sheltered_sh_homeless,pit_sheltered_total_homeless,pit_unsheltered_homeless,pit_homeless_individuals,pit_sheltered_es_homeless_individuals,pit_sheltered_th_homeless_individuals,pit_sheltered_sh_homeless_individuals,pit_sheltered_total_homeless_individuals,pit_unsheltered_homeless_individuals,pit_homeless_people_in_families,pit_sheltered_es_homeless_people_in_families,pit_sheltered_th_homeless_people_in_families,pit_sheltered_total_homeless_people_in_families,pit_unsheltered_homeless_people_in_families,pit_homeless_family_households,pit_sheltered_es_homeless_family_households,pit_sheltered_th_homeless_family_households,pit_sheltered_total_homeless_family_households,pit_unsheltered_homeless_family_households,pit_chronically_homeless,pit_sheltered_es_chronically_homeless,pit_sheltered_sh_chronically_homeless,pit_sheltered_total_chronically_homeless,pit_unsheltered_chronically_homeless,pit_chronically_homeless_individuals,pit_sheltered_es_chronically_homeless_individuals,pit_sheltered_sh_chronically_homeless_individuals,pit_sheltered_total_chronically_homeless_individuals,pit_unsheltered_chronically_homeless_individuals,pit_chronically_homeless_people_in_families,pit_sheltered_es_chronically_homeless_people_in_families,pit_sheltered_total_chronically_homeless_people_in_families,pit_unsheltered_chronically_homeless_people_in_families,pit_homeless_veterans,pit_sheltered_es_homeless_veterans,pit_sheltered_th_homeless_veterans,pit_sheltered_sh_homeless_veterans,pit_sheltered_total_homeless_veterans,pit_unsheltered_homeless_veterans,pit_homeless_unaccompanied_youth_under_25,pit_sheltered_es_homeless_unaccompanied_youth_under_25,pit_sheltered_th_homeless_unaccompanied_youth_under_25,pit_sheltered_sh_homeless_unaccompanied_youth_under_25,pit_sheltered_total_homeless_unaccompanied_youth_under_25,pit_unsheltered_homeless_unaccompanied_youth_under_25,pit_homeless_unaccompanied_youth_under_18,pit_sheltered_es_homeless_unaccompanied_youth_under_18,pit_sheltered_th_homeless_unaccompanied_youth_under_18,pit_sheltered_sh_homeless_unaccompanied_youth_under_18,pit_sheltered_total_homeless_unaccompanied_youth_under_18,pit_unsheltered_homeless_unaccompanied_youth_under_18,pit_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_es_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_th_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_sh_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_total_homeless_unaccompanied_youth_age_18_to_24,pit_unsheltered_homeless_unaccompanied_youth_age_18_to_24,pit_homeless_parenting_youth_under_25,pit_sheltered_es_homeless_parenting_youth_under_25,pit_sheltered_th_homeless_parenting_youth_under_25,pit_sheltered_total_homeless_parenting_youth_under_25,pit_unsheltered_homeless_parenting_youth_under_25,pit_homeless_parenting_youth_under_18,pit_sheltered_es_homeless_parenting_youth_under_18,pit_sheltered_th_homeless_parenting_youth_under_18,pit_sheltered_total_homeless_parenting_youth_under_18,pit_unsheltered_homeless_parenting_youth_under_18,pit_homeless_parenting_youth_age_18_to_24,pit_sheltered_es_homeless_parenting_youth_age_18_to_24,pit_sheltered_th_homeless_parenting_youth_age_18_to_24,pit_sheltered_total_homeless_parenting_youth_age_18_to_24,pit_unsheltered_homeless_parenting_youth_age_18_to_24,pit_homeless_children_of_parenting_youth,pit_sheltered_es_homeless_children_of_parenting_youth,pit_sheltered_th_homeless_children_of_parenting_youth,pit_sheltered_total_homeless_children_of_parenting_youth,pit_unsheltered_homeless_children_of_parenting_youth
2007,FL-501,Tampa/Hillsborough County CoC,Suburban CoCs,6483,358,692,0,1050,5433,4397,262,322,0,584,3813,2086,96,370,466,1620,837,40,108,148,689,,,,,,528,,,147,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",Suburban CoCs,2526,487,818,0,1305,1221,2129,359,552,0,911,1218,397,128,266,394,3,151,54,96,150,1,,,,,,611,,,197,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-503,"Lakeland, Winterhaven/Polk County CoC",Suburban CoCs,802,208,279,0,487,315,593,177,159,0,336,257,209,31,120,151,58,63,10,38,48,15,,,,,,197,,,179,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-504,"Daytona Beach, Daytona/Volusia, Flagler Counties CoC",Suburban CoCs,1478,101,468,0,569,909,854,70,133,0,203,651,624,31,335,366,258,304,9,209,218,86,,,,,,184,,,0,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Suburban CoCs,2179,45,60,0,105,2074,1193,21,30,0,51,1142,986,24,30,54,932,442,12,12,24,418,,,,,,828,,,0,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-506,Tallahassee/Leon County CoC,Other Urban CoCs,590,254,241,0,495,95,434,200,164,0,364,70,156,54,77,131,25,44,14,23,37,7,,,,,,150,,,100,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Suburban CoCs,3823,734,1269,0,2003,1820,2009,412,827,0,1239,770,1814,322,442,764,1050,544,96,128,224,320,,,,,,951,,,324,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Rural CoCs,678,155,108,0,263,415,589,117,64,0,181,408,89,38,44,82,7,39,13,20,33,6,,,,,,179,,,5,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Suburban CoCs,1734,317,141,0,458,1276,972,106,39,0,145,827,762,211,102,313,449,398,68,39,107,291,,,,,,202,,,0,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-510,"Jacksonville-Duval, Clay Counties CoC",Major Cities,2743,828,757,0,1585,1158,2237,664,423,0,1087,1150,506,164,334,498,8,250,134,114,248,2,,,,,,416,,,282,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",Suburban CoCs,629,168,179,0,347,282,368,89,121,0,210,158,261,79,58,137,124,104,47,17,64,40,,,,,,36,,,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-512,St. Johns County CoC,Suburban CoCs,1238,60,46,0,106,1132,1099,32,4,0,36,1063,139,28,42,70,69,50,14,19,33,17,,,,,,119,,,0,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-513,"Palm Bay, Melbourne/Brevard County CoC",Suburban CoCs,1899,94,408,0,502,1397,1532,52,249,0,301,1231,367,42,159,201,166,115,16,43,59,56,,,,,,576,,,25,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-514,Ocala/Marion County CoC,Suburban CoCs,480,139,173,0,312,168,348,105,75,0,180,168,132,34,98,132,0,45,13,32,45,0,,,,,,7,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-515,"Panama City/Bay, Jackson Counties CoC",Rural CoCs,313,62,149,0,211,102,269,43,124,0,167,102,44,19,25,44,0,12,5,7,12,0,,,,,,30,,,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-517,"Hendry, Hardee, Highlands Counties CoC",Rural CoCs,904,0,664,0,664,240,904,0,664,0,664,240,0,0,0,0,0,0,0,0,0,0,,,,,,240,,,0,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Rural CoCs,250,77,8,0,85,165,149,45,8,0,53,96,101,32,0,32,69,19,8,0,8,11,,,,,,59,,,17,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-519,Pasco County CoC,Suburban CoCs,2260,1379,0,0,1379,881,433,246,0,0,246,187,1827,1133,0,1133,694,831,515,0,515,316,,,,,,212,,,151,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Suburban CoCs,2019,74,118,0,192,1827,845,40,104,0,144,701,1174,34,14,48,1126,378,14,5,19,359,,,,,,86,,,8,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-600,Miami-Dade County CoC,Major Cities,4392,1304,1708,0,3012,1380,3163,830,955,0,1785,1378,1229,474,753,1227,2,347,144,202,346,1,,,,,,407,,,133,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-601,Ft Lauderdale/Broward County CoC,Suburban CoCs,3154,834,1619,0,2453,701,2451,594,1220,0,1814,637,703,240,399,639,64,178,60,95,155,23,,,,,,222,,,59,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-602,Punta Gorda/Charlotte County CoC,Suburban CoCs,730,64,386,0,450,280,635,34,328,0,362,273,95,30,58,88,7,46,15,29,44,2,,,,,,273,,,0,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-603,"Ft Myers, Cape Coral/Lee County CoC",Suburban CoCs,2382,162,271,0,433,1949,1958,109,265,0,374,1584,424,53,6,59,365,123,10,1,11,112,,,,,,147,,,54,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-604,Monroe County CoC,Rural CoCs,1121,265,212,0,477,644,1017,240,170,0,410,607,104,25,42,67,37,37,13,14,27,10,,,,,,289,,,120,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-605,West Palm Beach/Palm Beach County CoC,Suburban CoCs,1766,345,382,0,727,1039,1302,157,157,0,314,988,464,188,225,413,51,150,59,74,133,17,,,,,,329,,,34,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,FL-606,Naples/Collier County CoC,Suburban CoCs,484,200,165,0,365,119,383,166,103,0,269,114,101,34,62,96,5,32,9,21,30,2,,,,,,50,,,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,GA-500,Atlanta CoC,Major Cities,6840,2386,2339,0,4725,2115,5622,2027,1524,0,3551,2071,1218,359,815,1174,44,379,115,250,365,14,,,,,,1196,,,583,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,GA-501,Georgia Balance of State CoC,Rural CoCs,10255,916,1055,0,1971,8284,5028,616,475,0,1091,3937,5227,300,580,880,4347,1550,142,166,308,1242,,,,,,657,,,278,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,GA-503,Athens-Clarke County CoC,Other Urban CoCs,464,192,141,0,333,131,304,98,83,0,181,123,160,94,58,152,8,53,31,19,50,3,,,,,,158,,,74,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,GA-504,Augusta-Richmond County CoC,Other Urban CoCs,489,276,175,0,451,38,373,243,96,0,339,34,116,33,79,112,4,40,13,26,39,1,,,,,,90,,,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,GA-505,Columbus-Muscogee/Russell County CoC,Other Urban CoCs,540,140,48,0,188,352,413,98,48,0,146,267,127,42,0,42,85,49,15,0,15,34,,,,,,69,,,38,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,GA-506,Marietta/Cobb County CoC,Suburban CoCs,537,125,204,0,329,208,346,74,86,0,160,186,191,51,118,169,22,69,20,41,61,8,,,,,,154,,,45,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,GA-507,Savannah/Chatham County CoC,Other Urban CoCs,514,232,112,0,344,170,435,195,80,0,275,160,79,37,32,69,10,37,16,11,27,10,,,,,,160,,,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,GU-500,Guam CoC,Rural CoCs,725,33,70,0,103,622,254,14,39,0,53,201,471,19,31,50,421,120,5,9,14,106,,,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,HI-500,Hawaii Balance of State CoC,Rural CoCs,2320,310,445,0,755,1565,1245,310,36,0,346,899,1075,0,409,409,666,296,0,121,121,175,,,,,,553,,,18,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,HI-501,Honolulu City and County CoC,Suburban CoCs,3750,729,1228,0,1957,1793,2090,344,410,0,754,1336,1660,385,818,1203,457,438,115,208,323,115,,,,,,225,,,114,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IA-500,"Sioux City/Dakota, Woodbury Counties CoC",Other Urban CoCs,164,81,78,0,159,5,122,71,46,0,117,5,42,10,32,42,0,17,3,14,17,0,,,,,,41,,,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IA-501,Iowa Balance of State CoC,Rural CoCs,1529,463,877,0,1340,189,678,301,226,0,527,151,851,162,651,813,38,305,58,229,287,18,,,,,,107,,,84,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IA-502,Des Moines/Polk County CoC,Other Urban CoCs,1041,308,634,0,942,99,704,243,367,0,610,94,337,65,267,332,5,105,22,82,104,1,,,,,,159,,,100,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,ID-500,Boise/Ada County CoC,Other Urban CoCs,581,336,136,0,472,109,410,295,12,0,307,103,171,41,124,165,6,57,17,38,55,2,,,,,,26,,,4,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,ID-501,Idaho Balance of State CoC,Rural CoCs,1168,250,403,0,653,515,692,145,161,0,306,386,476,105,242,347,129,153,38,82,120,33,,,,,,69,,,33,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IL-500,McHenry County CoC,Suburban CoCs,253,64,171,0,235,18,183,51,121,0,172,11,70,13,50,63,7,24,5,16,21,3,,,,,,34,,,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IL-501,"Rockford/Winnebago, Boone Counties CoC",Suburban CoCs,575,264,261,0,525,50,321,171,105,0,276,45,254,93,156,249,5,91,22,67,89,2,,,,,,110,,,90,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IL-502,"Waukegan, North Chicago/Lake County CoC",Suburban CoCs,496,234,252,0,486,10,240,129,101,0,230,10,256,105,151,256,0,82,28,54,82,0,,,,,,52,,,48,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IL-503,"Champaign, Urbana, Rantoul/Champaign County CoC",Other Urban CoCs,429,236,180,0,416,13,158,136,20,0,156,2,271,100,160,260,11,102,35,63,98,4,,,,,,59,,,57,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IL-504,Madison County CoC,Suburban CoCs,240,81,122,0,203,37,77,43,3,0,46,31,163,38,119,157,6,51,12,36,48,3,,,,,,23,,,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IL-506,"Joliet, Bolingbrook/Will County CoC",Suburban CoCs,397,125,254,0,379,18,244,105,124,0,229,15,153,20,130,150,3,60,8,51,59,1,,,,,,39,,,25,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IL-507,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",Suburban CoCs,434,167,169,0,336,98,335,149,88,0,237,98,99,18,81,99,0,30,3,27,30,0,,,,,,183,,,85,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IL-508,"East St. Louis, Belleville/St. Clair County CoC",Suburban CoCs,799,235,207,0,442,357,286,106,40,0,146,140,513,129,167,296,217,160,38,35,73,87,,,,,,82,,,20,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IL-509,Dekalb City & County CoC,Suburban CoCs,130,49,57,0,106,24,60,37,11,0,48,12,70,12,46,58,12,23,4,15,19,4,,,,,,39,,,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IL-510,Chicago CoC,Major Cities,5979,2078,2268,0,4346,1633,3927,1664,695,0,2359,1568,2052,414,1573,1987,65,598,119,457,576,22,,,,,,1018,,,334,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IL-511,Cook County CoC,Suburban CoCs,1420,512,650,0,1162,258,721,342,130,0,472,249,699,170,520,690,9,328,64,261,325,3,,,,,,237,,,141,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IL-512,Bloomington/Central Illinois CoC,Rural CoCs,467,241,158,0,399,68,228,156,29,0,185,43,239,85,129,214,25,73,27,40,67,6,,,,,,57,,,44,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IL-513,Springfield/Sangamon County CoC,Other Urban CoCs,260,88,157,0,245,15,96,36,45,0,81,15,164,52,112,164,0,94,32,62,94,0,,,,,,24,,,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IL-514,DuPage County CoC,Suburban CoCs,766,190,452,0,642,124,380,142,136,0,278,102,386,48,316,364,22,131,18,105,123,8,,,,,,173,,,71,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IL-515,South Central Illinois CoC,Rural CoCs,246,178,36,0,214,32,58,45,5,0,50,8,188,133,31,164,24,63,44,11,55,8,,,,,,11,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IL-516,Decatur/Macon County CoC,Other Urban CoCs,347,94,73,0,167,180,124,52,13,0,65,59,223,42,60,102,121,73,14,23,37,36,,,,,,34,,,21,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IL-517,"Aurora, Elgin/Kane County CoC",Suburban CoCs,474,275,143,0,418,56,356,224,76,0,300,56,118,51,67,118,0,36,16,20,36,0,,,,,,245,,,212,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Rural CoCs,600,224,282,0,506,94,208,116,81,0,197,11,392,108,201,309,83,104,27,52,79,25,,,,,,85,,,75,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IL-519,West Central Illinois CoC,Rural CoCs,305,16,132,0,148,157,235,14,83,0,97,138,70,2,49,51,19,27,1,17,18,9,,,,,,17,,,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IL-520,Southern Illinois CoC,Rural CoCs,870,562,234,0,796,74,416,276,82,0,358,58,454,286,152,438,16,123,83,34,117,6,,,,,,159,,,113,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IN-502,Indiana Balance of State CoC,Rural CoCs,5490,2180,2282,0,4462,1028,3407,1436,1095,0,2531,876,2083,744,1187,1931,152,714,265,408,673,41,,,,,,565,,,348,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,IN-503,Indianapolis CoC,Major Cities,1868,691,943,0,1634,234,1327,462,631,0,1093,234,541,229,312,541,0,149,73,76,149,0,,,,,,129,,,102,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,KS-502,Wichita/Sedgwick County CoC,Major Cities,526,337,136,0,473,53,368,260,56,0,316,52,158,77,80,157,1,51,23,27,50,1,,,,,,56,,,51,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,KS-503,Topeka/Shawnee County CoC,Other Urban CoCs,227,186,40,0,226,1,99,95,3,0,98,1,128,91,37,128,0,38,27,11,38,0,,,,,,18,,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,KS-505,"Overland Park, Shawnee/Johnson County CoC",Suburban CoCs,234,86,61,0,147,87,60,9,8,0,17,43,174,77,53,130,44,50,23,17,40,10,,,,,,12,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,KS-507,Kansas Balance of State CoC,Rural CoCs,937,502,351,0,853,84,554,277,220,0,497,57,383,225,131,356,27,126,75,41,116,10,,,,,,50,,,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,KY-500,Kentucky Balance of State CoC,Rural CoCs,4316,933,1488,0,2421,1895,1503,455,316,0,771,732,2813,478,1172,1650,1163,849,144,365,509,340,,,,,,186,,,113,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,KY-501,Louisville-Jefferson County CoC,Major Cities,2587,1230,1177,0,2407,180,1641,965,496,0,1461,180,946,265,681,946,0,332,72,260,332,0,,,,,,259,,,125,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,KY-502,Lexington-Fayette County CoC,Other Urban CoCs,1158,503,609,0,1112,46,746,437,265,0,702,44,412,66,344,410,2,186,25,160,185,1,,,,,,129,,,113,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,LA-500,Lafayette/Acadiana CoC,Rural CoCs,631,159,298,0,457,174,305,70,144,0,214,91,326,89,154,243,83,104,26,53,79,25,,,,,,47,,,16,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,LA-502,"Shreveport, Bossier/Northwest Louisiana CoC",Other Urban CoCs,857,343,380,0,723,134,504,162,279,0,441,63,353,181,101,282,71,118,64,33,97,21,,,,,,78,,,52,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,LA-503,New Orleans/Jefferson Parish CoC,Major Cities,1619,335,655,0,990,629,801,243,261,0,504,297,818,92,394,486,332,262,33,126,159,103,,,,,,220,,,60,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,LA-505,Monroe/Northeast Louisiana CoC,Rural CoCs,313,82,180,0,262,51,120,52,54,0,106,14,193,30,126,156,37,59,12,36,48,11,,,,,,15,,,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,LA-506,Slidell/Southeast Louisiana CoC,Suburban CoCs,434,101,102,0,203,231,171,41,25,0,66,105,263,60,77,137,126,83,21,25,46,37,,,,,,42,,,15,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,LA-507,Alexandria/Central Louisiana CoC,Rural CoCs,188,87,53,0,140,48,109,52,20,0,72,37,79,35,33,68,11,28,11,12,23,5,,,,,,26,,,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,LA-509,Louisiana Balance of State CoC,Suburban CoCs,1452,281,861,0,1142,310,963,156,596,0,752,211,489,125,265,390,99,178,42,106,148,30,,,,,,134,,,55,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,MA-500,Boston CoC,Major Cities,5104,2324,2474,0,4798,306,2948,1400,1242,0,2642,306,2156,924,1232,2156,0,771,355,416,771,0,,,,,,988,,,854,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,MA-501,"Holyoke/Franklin, Hampden, Hampshire Counties CoC",,964,616,295,0,911,53,417,123,241,0,364,53,547,493,54,547,0,156,131,25,156,0,,,,,,81,,,46,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,MA-502,Lynn CoC,Suburban CoCs,236,125,83,0,208,28,170,98,44,0,142,28,66,27,39,66,0,26,11,15,26,0,,,,,,126,,,98,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,MA-503,Cape Cod Islands CoC,Suburban CoCs,697,258,110,0,368,329,408,103,67,0,170,238,289,155,43,198,91,119,69,17,86,33,,,,,,288,,,93,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,MA-504,Springfield/Hampden County CoC,Suburban CoCs,1053,592,428,0,1020,33,729,409,287,0,696,33,324,183,141,324,0,116,62,54,116,0,,,,,,149,,,136,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,MA-505,New Bedford CoC,Suburban CoCs,390,148,208,0,356,34,309,78,197,0,275,34,81,70,11,81,0,23,19,4,23,0,,,,,,78,,,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,MA-506,Worcester City & County CoC,Suburban CoCs,1302,755,513,0,1268,34,677,409,242,0,651,26,625,346,271,617,8,239,132,103,235,4,,,,,,144,,,117,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",Suburban CoCs,374,77,238,0,315,59,206,33,141,0,174,32,168,44,97,141,27,60,13,36,49,11,,,,,,40,,,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,MA-508,Lowell CoC,Suburban CoCs,432,231,187,0,418,14,208,126,68,0,194,14,224,105,119,224,0,75,29,46,75,0,,,,,,143,,,129,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,MA-509,Cambridge CoC,Other Urban CoCs,432,266,110,0,376,56,346,191,99,0,290,56,86,75,11,86,0,33,28,5,33,0,,,,,,200,,,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
