year,state,coc_name,coc_number,spm0_coc_award_amount,ahar_part_1_coc_category,spm0_total_non_dv_beds_on_hic_es_th,spm0_total_non_dv_hmis_beds_on_hic_es_th,spm1_es_sh_avg_days,spm1_es_sh_median_days,spm1_es_sh_th_avg_days,spm1_es_sh_th_median_days,spm2_total_persons_exited_so_es_th_sh_ph,spm2_total_persons_returns_in_6_mths,spm2_total_persons_returns_in_12_mths_should_include_the_6_month_cohort,spm2_total_persons_returns_in_24_mths_should_include_both_the_6_and_12_month_cohort,spm3_total_hmis_count,spm4s_total_stayers_persons,spm4s_total_stayers_increased_earned_income,spm4s_total_stayers_increased_non_employment_cash_income,spm4s_total_stayers_increased_total_income,spm4l_total_leavers_persons,spm4l_total_leavers_increased_earned_income,spm4l_total_leavers_increased_non_employment_cash_income,spm4l_total_leavers_increased_total_income,spm5_es_sh_th_1st_time_homeless,spm5_es_sh_th_ph_1st_time_homeless,spm7_total_persons_exiting_street_outreach_so,spm7_total_persons_exited_so_to_temporary_destinations,spm7_total_persons_exited_so_to_permanent_destinations,spm7_total_persons_exiting_es_th_sh_ph_rrh,spm7_total_persons_exiting_es_th_sh_ph_rrh_to_permanent_housing,spm7_total_persons_exiting_ph_or_remaining_in_ph_at_end_of_reporting_period_measure_excludes_ph_rrh,spm7_total_persons_exited_ph_to_permanent_destinations_or_remained_in_ph_for_6_mos_measure_excludes_ph_rrh
2017,IL,"Champaign, Urbana, Rantoul/Champaign County CoC",IL-503,692843,"Smaller Cities, Counties, and Regional CoCs",124,112,65,32,88,37,61,15,23,35,400,31,2,5,7,56,14,7,18,278,343,0,0,0,416,203,42,23
2017,IL,Madison County CoC,IL-504,1814852,"Smaller Cities, Counties, and Regional CoCs",137,137,54,37,152,60,244,7,10,20,452,84,0,4,4,45,3,5,8,340,439,0,0,0,405,219,172,163
2017,IL,"Joliet, Bolingbrook/Will County CoC",IL-506,3966130,"Smaller Cities, Counties, and Regional CoCs",254,221,36,15,66,21,256,16,35,53,1289,108,6,46,49,24,5,15,17,866,926,0,0,0,1153,205,308,298
2017,IL,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",IL-507,1738227,"Smaller Cities, Counties, and Regional CoCs",462,295,55,28,72,36,364,2,17,41,1383,84,8,14,22,124,13,13,25,884,1012,277,122,90,1230,537,202,198
2017,IL,"East St. Louis, Belleville/St. Clair County CoC",IL-508,3147676,"Smaller Cities, Counties, and Regional CoCs",151,151,41,33,140,78,57,1,9,12,379,131,6,26,30,61,9,11,19,284,416,0,0,0,375,231,286,275
2017,IL,Dekalb City & County CoC,IL-509,580973,"Smaller Cities, Counties, and Regional CoCs",54,54,86,52,86,52,55,6,13,17,238,49,6,26,30,21,0,7,7,174,185,0,0,0,210,170,120,113
2017,IL,Chicago CoC,IL-510,67054040,Major Cities,4754,4683,112,36,124,44,5852,661,985,1380,19253,3895,193,1154,1322,1511,248,336,553,12439,13206,1838,703,388,14303,3763,6924,6716
2017,IL,Cook County CoC,IL-511,11731317,"Smaller Cities, Counties, and Regional CoCs",333,333,42,15,87,25,1054,105,139,172,2735,392,22,99,112,236,59,28,79,1701,2208,269,24,56,2543,928,1273,1222
2017,IL,Bloomington/Central Illinois CoC,IL-512,965449,"Smaller Cities, Counties, and Regional CoCs",333,281,78,44,107,52,309,20,37,46,1085,440,192,209,225,470,182,137,225,751,825,124,36,40,846,371,289,282
2017,IL,Springfield/Sangamon County CoC,IL-513,415203,"Smaller Cities, Counties, and Regional CoCs",244,209,40,13,74,26,496,116,134,153,1156,40,3,1,3,45,11,4,12,738,754,199,80,15,982,252,135,125
2017,IL,DuPage County CoC,IL-514,4526372,"Smaller Cities, Counties, and Regional CoCs",285,285,54,20,105,31,444,55,65,77,1214,190,19,65,81,41,14,17,27,707,783,77,25,8,905,353,373,363
2017,IL,South Central Illinois CoC,IL-515,882109,"Smaller Cities, Counties, and Regional CoCs",34,16,17,7,22,7,252,10,26,29,246,22,1,4,5,54,5,3,7,202,352,0,0,0,308,141,42,42
2017,IL,Decatur/Macon County CoC,IL-516,767758,"Smaller Cities, Counties, and Regional CoCs",109,72,74,38,133,57,197,4,7,9,251,27,4,6,10,7,1,1,2,160,164,0,0,0,203,52,91,86
2017,IL,"Aurora, Elgin/Kane County CoC",IL-517,1718394,"Smaller Cities, Counties, and Regional CoCs",340,340,177,69,192,82,272,44,69,91,1501,46,6,13,18,50,20,10,24,779,797,0,0,0,1049,279,14,14
2017,IL,"Rock Island, Moline/Northwestern Illinois CoC",IL-518,902842,"Smaller Cities, Counties, and Regional CoCs",260,141,126,35,171,79,424,14,20,29,472,20,0,2,2,47,8,5,12,322,596,77,3,51,555,336,52,44
2017,IL,West Central Illinois CoC,IL-519,641558,"Smaller Cities, Counties, and Regional CoCs",95,87,37,13,56,16,372,22,44,59,412,17,7,1,7,9,1,2,3,312,348,0,0,0,387,195,75,75
2017,IL,Southern Illinois CoC,IL-520,813941,"Smaller Cities, Counties, and Regional CoCs",264,183,45,15,71,18,243,27,41,47,943,19,1,1,1,57,6,4,10,734,842,20,9,0,846,316,90,84
2017,IN,Indiana Balance of State CoC,IN-502,13545129,Balance of State and Statewide CoCs,3302,2048,58,31,87,41,4985,431,666,944,8427,1048,74,261,318,941,173,166,318,5385,7250,1649,420,286,7515,3332,2574,2404
2017,IN,Indianapolis CoC,IN-503,5064847,Major Cities,1458,845,46,24,97,36,1591,110,184,306,3458,358,27,80,102,169,29,43,66,2368,2716,435,21,50,3114,1301,827,776
2017,KS,Wichita/Sedgwick County CoC,KS-502,2501271,Major Cities,432,419,72,26,82,31,985,100,156,210,2709,115,7,18,22,225,32,35,59,2267,2480,204,42,67,2932,736,540,488
2017,KS,Topeka/Shawnee County CoC,KS-503,1883942,"Smaller Cities, Counties, and Regional CoCs",323,70,1048,899,1048,899,41,1,2,2,494,194,4,25,28,82,9,29,34,0,196,119,10,52,3,3,501,477
2017,KS,"Overland Park, Shawnee/Johnson County CoC",KS-505,684593,"Smaller Cities, Counties, and Regional CoCs",84,84,90,70,107,80,30,0,1,4,329,19,4,10,12,94,31,15,37,215,315,10,4,3,212,167,20,19
2017,KS,Kansas Balance of State CoC,KS-507,2502835,Balance of State and Statewide CoCs,949,390,293,1,311,1,1778,230,312,375,1810,930,40,37,74,2853,354,81,401,1284,1360,173,35,96,2589,921,139,122
2017,KY,Kentucky Balance of State CoC,KY-500,8104329,Balance of State and Statewide CoCs,1190,620,39,18,72,23,2454,193,269,366,3153,366,33,81,111,442,75,62,126,2385,3515,49,7,26,3697,2045,1033,955
2017,KY,Louisville-Jefferson County CoC,KY-501,9276354,Major Cities,813,809,37,12,64,16,1467,246,332,413,4875,624,36,162,190,237,38,60,93,3147,3379,414,239,64,4414,880,1762,1703
2017,KY,Lexington-Fayette County CoC,KY-502,1446424,"Smaller Cities, Counties, and Regional CoCs",974,820,47,9,56,11,820,86,156,208,3786,23,1,2,2,18,6,0,6,2522,2616,26,5,17,3467,694,139,136
2017,LA,Lafayette/Acadiana CoC,LA-500,2540376,"Smaller Cities, Counties, and Regional CoCs",203,203,66,28,98,37,672,41,59,87,967,102,5,42,45,153,31,20,50,667,782,73,26,15,549,430,194,188
2017,LA,"Shreveport, Bossier/Northwest Louisiana CoC",LA-502,3925902,"Smaller Cities, Counties, and Regional CoCs",406,317,60,16,76,20,644,80,124,152,1722,126,9,23,29,162,22,22,42,1183,1356,215,7,90,1457,420,286,271
2017,LA,New Orleans/Jefferson Parish CoC,LA-503,18524402,Major Cities,1009,978,36,13,44,15,2059,58,166,234,5718,1387,43,439,469,333,67,57,117,3859,4518,680,231,354,1506,1081,2601,2548
2017,LA,Monroe/Northeast Louisiana CoC,LA-505,1609261,"Smaller Cities, Counties, and Regional CoCs",140,27,20,8,64,17,210,11,16,25,61,38,3,23,24,46,8,7,12,47,211,71,17,30,145,104,77,73
2017,LA,Slidell/Southeast Louisiana CoC,LA-506,2132851,"Smaller Cities, Counties, and Regional CoCs",172,96,65,37,134,70,189,0,2,7,360,162,15,62,72,38,7,10,17,264,409,107,0,50,322,150,309,301
2017,LA,Alexandria/Central Louisiana CoC,LA-507,716695,"Smaller Cities, Counties, and Regional CoCs",134,70,41,20,90,55,310,9,10,16,270,34,0,9,9,63,10,12,22,217,406,270,67,120,341,282,60,53
2017,LA,Louisiana Balance of State CoC,LA-509,16272579,Balance of State and Statewide CoCs,644,506,38,14,73,24,272,46,65,91,1601,276,6,54,56,229,44,16,58,1123,1903,31,0,16,1595,597,507,469
2017,MA,Boston CoC,MA-500,25645902,Major Cities,5728,5585,106,51,111,59,3220,307,449,571,16585,303,23,67,84,137,22,30,49,7472,8356,1280,0,9,676,475,1292,1248
2017,MA,Lynn CoC,MA-502,1793614,"Smaller Cities, Counties, and Regional CoCs",539,499,368,350,370,352,463,10,16,19,1700,130,15,5,15,12,0,10,10,459,735,0,0,0,812,402,200,198
2017,MA,Cape Cod Islands CoC,MA-503,1598108,"Smaller Cities, Counties, and Regional CoCs",239,239,113,58,136,67,271,12,19,27,814,111,7,40,41,16,1,10,11,468,524,56,12,22,614,242,325,294
2017,MA,Springfield/Hampden County CoC,MA-504,3623415,"Smaller Cities, Counties, and Regional CoCs",2272,2209,131,94,132,94,1355,19,31,90,5222,183,5,46,48,89,16,15,29,2820,3133,65,10,53,3430,1465,662,617
2017,MA,New Bedford CoC,MA-505,1683752,"Smaller Cities, Counties, and Regional CoCs",312,303,69,30,92,55,472,17,26,51,1226,92,19,20,35,117,21,29,47,886,1000,0,0,0,1179,575,316,315
2017,MA,Worcester City & County CoC,MA-506,6195279,"Smaller Cities, Counties, and Regional CoCs",1391,1340,113,71,158,85,1699,127,193,277,4036,352,13,98,107,252,24,74,87,2515,2778,119,14,17,3239,1404,929,878
2017,MA,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",MA-507,1660103,"Smaller Cities, Counties, and Regional CoCs",447,435,71,47,100,74,633,20,51,85,1668,57,1,9,10,32,6,12,17,1081,1165,46,2,8,1389,498,374,348
2017,MA,Lowell CoC,MA-508,804106,"Smaller Cities, Counties, and Regional CoCs",769,720,182,118,183,120,270,15,18,29,1685,14,1,3,3,15,2,2,4,823,827,,,,1165,319,94,93
2017,MA,Cambridge CoC,MA-509,4322638,"Smaller Cities, Counties, and Regional CoCs",411,375,89,25,135,38,120,3,6,9,1399,149,7,34,39,56,4,8,12,714,749,103,21,18,942,112,256,251
2017,MA,"Gloucester, Haverhill, Salem/Essex County CoC",MA-510,1758097,"Smaller Cities, Counties, and Regional CoCs",667,665,172,81,174,85,528,10,21,51,2266,34,0,8,8,29,3,8,10,1446,1533,0,0,0,1648,643,341,312
2017,MA,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",MA-511,5547318,"Smaller Cities, Counties, and Regional CoCs",952,952,161,56,162,57,858,40,68,91,3913,390,39,137,170,35,2,14,15,2281,2360,109,21,46,2871,785,699,691
2017,MA,Fall River CoC,MA-515,1743743,"Smaller Cities, Counties, and Regional CoCs",281,257,92,59,96,60,529,14,28,45,1178,72,10,22,32,26,4,12,15,898,959,0,0,0,983,562,189,187
2017,MA,Massachusetts Balance of State CoC,MA-516,12430249,Balance of State and Statewide CoCs,1421,1286,252,139,256,142,824,15,31,50,3947,302,21,77,87,93,12,26,37,2113,2205,29,2,7,2977,754,561,537
2017,MA,Somerville CoC,MA-517,1861279,"Smaller Cities, Counties, and Regional CoCs",108,108,117,70,160,94,102,1,1,3,360,36,4,3,6,46,13,6,15,218,262,82,9,18,300,111,179,172
2017,MA,"Attleboro, Taunton/Bristol County CoC",MA-519,785012,"Smaller Cities, Counties, and Regional CoCs",213,183,137,88,171,92,232,6,7,12,556,0,0,0,0,0,0,0,0,395,400,0,0,0,404,190,33,33
2017,MD,Cumberland/Allegany County CoC,MD-500,661652,"Smaller Cities, Counties, and Regional CoCs",96,74,0,0,200,126,99,0,2,6,88,34,2,8,10,79,4,8,12,55,107,0,0,0,124,104,101,96
2017,MD,Baltimore CoC,MD-501,20831889,Major Cities,2367,1619,90,33,145,58,1994,102,183,282,5643,1043,94,326,387,432,62,80,136,3305,4018,1176,223,253,4824,1732,2446,2318
2017,MD,Harford County CoC,MD-502,917958,"Smaller Cities, Counties, and Regional CoCs",115,115,72,41,118,67,112,14,15,21,460,40,4,13,14,12,1,4,5,318,361,21,10,4,373,123,141,133
2017,MD,Annapolis/Anne Arundel County CoC,MD-503,2353435,"Smaller Cities, Counties, and Regional CoCs",159,159,87,73,109,78,397,27,45,71,919,132,7,33,38,24,2,9,11,613,641,66,30,31,779,298,358,329
2017,MD,Howard County CoC,MD-504,768634,"Smaller Cities, Counties, and Regional CoCs",63,63,119,67,119,67,252,14,19,41,419,44,5,29,29,4,1,2,3,308,519,12,3,5,539,319,141,139
2017,MD,Baltimore County CoC,MD-505,2794107,"Smaller Cities, Counties, and Regional CoCs",396,396,86,72,94,75,1349,80,135,231,1755,106,7,38,43,110,13,12,25,1188,1342,750,79,61,1558,1097,309,296
2017,MD,Carroll County CoC,MD-506,394953,"Smaller Cities, Counties, and Regional CoCs",96,90,110,87,144,97,175,10,22,35,428,27,0,6,6,37,3,13,15,267,296,92,17,22,320,106,53,50
2017,MD,Cecil County CoC,MD-507,244872,"Smaller Cities, Counties, and Regional CoCs",110,110,0,0,209,174,85,6,6,7,204,18,1,6,7,0,0,0,0,109,139,0,0,0,159,110,26,26
2017,MD,"Charles, Calvert, St.Mary's Counties CoC",MD-508,2750403,"Smaller Cities, Counties, and Regional CoCs",157,157,86,48,116,70,373,6,14,34,593,144,13,37,49,188,5,15,19,402,797,0,0,0,846,496,345,337
2017,MD,Frederick City & County CoC,MD-509,581619,"Smaller Cities, Counties, and Regional CoCs",253,253,109,41,249,117,74,3,4,8,414,35,0,17,17,36,9,7,14,288,342,186,1,3,201,74,53,53
2017,MD,Garrett County CoC,MD-510,242699,"Smaller Cities, Counties, and Regional CoCs",10,10,1,1,111,103,66,4,9,12,57,51,1,3,3,18,1,0,1,54,151,0,0,0,66,61,22,22
2017,MD,Mid-Shore Regional CoC,MD-511,742947,"Smaller Cities, Counties, and Regional CoCs",88,88,45,20,77,31,145,14,19,24,428,54,5,32,35,5,0,4,4,330,368,54,5,12,377,170,103,102
2017,MD,Hagerstown/Washington County CoC,MD-512,480051,"Smaller Cities, Counties, and Regional CoCs",226,156,49,33,72,43,119,2,5,6,513,40,1,18,19,28,0,8,8,370,400,0,0,0,443,166,118,103
2017,MD,"Wicomico, Somerset, Worcester Counties CoC",MD-513,1213694,"Smaller Cities, Counties, and Regional CoCs",201,201,67,40,95,45,512,57,103,130,1127,130,7,59,63,32,1,10,10,727,891,22,4,15,1074,354,316,304
2017,MD,Prince George's County CoC,MD-600,5239911,"Smaller Cities, Counties, and Regional CoCs",389,389,77,55,145,69,529,14,22,45,1423,169,12,37,46,80,15,14,27,1009,1114,29,9,18,1077,558,437,417
2017,MD,Montgomery County CoC,MD-601,8762940,"Smaller Cities, Counties, and Regional CoCs",438,438,96,49,124,60,1069,67,116,178,2507,334,20,80,90,159,23,28,46,1528,1574,102,25,19,2016,717,1889,1842
2017,ME,Maine Statewide CoC,ME-500,12583115,Balance of State and Statewide CoCs,2105,1907,68,38,171,60,3314,436,570,727,7053,1011,92,402,459,353,38,119,149,4119,4450,449,112,193,5135,2082,2576,2430
2017,MI,Michigan Balance of State CoC,MI-500,8832530,Balance of State and Statewide CoCs,759,557,28,9,34,10,4552,411,569,800,5593,437,16,48,61,520,59,53,108,4707,6356,276,46,190,6497,3272,1000,920
2017,MI,Detroit CoC,MI-501,25196727,Major Cities,1854,1801,61,37,84,46,2762,665,830,1063,7139,982,65,230,280,710,114,165,258,5315,6106,637,63,318,6479,2901,2514,2443
2017,MI,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",MI-502,3702413,"Smaller Cities, Counties, and Regional CoCs",94,94,75,60,91,74,616,28,42,49,727,145,9,35,42,108,12,18,28,549,690,0,0,0,652,456,414,408
2017,MI,"St. Clair Shores, Warren/Macomb County CoC",MI-503,1180474,"Smaller Cities, Counties, and Regional CoCs",254,250,44,25,48,27,704,74,107,149,1660,37,4,15,17,38,3,18,21,1233,1406,195,74,104,1673,434,125,121
2017,MI,"Pontiac, Royal Oak/Oakland County CoC",MI-504,5868791,"Smaller Cities, Counties, and Regional CoCs",219,219,48,25,95,32,882,80,105,130,1148,349,34,84,112,171,33,35,61,841,1317,733,235,436,1095,747,655,644
2017,MI,Flint/Genesee County CoC,MI-505,2008079,"Smaller Cities, Counties, and Regional CoCs",274,260,39,21,54,25,387,72,96,116,1708,61,0,0,0,0,0,0,0,1208,1285,319,26,14,1575,598,390,375
2017,MI,"Grand Rapids, Wyoming/Kent County CoC",MI-506,5517588,"Smaller Cities, Counties, and Regional CoCs",625,625,83,48,87,52,1614,111,205,328,2967,229,11,74,82,185,59,54,100,2127,2466,301,133,61,2950,1378,1025,963
2017,MI,"Portage, Kalamazoo City & County CoC",MI-507,1644924,"Smaller Cities, Counties, and Regional CoCs",489,304,65,30,74,31,1508,172,284,411,1529,141,14,64,72,79,9,20,26,1771,1943,280,119,140,1465,770,726,693
2017,MI,"Lansing, East Lansing/Ingham County CoC",MI-508,2427581,"Smaller Cities, Counties, and Regional CoCs",308,308,42,22,48,25,1223,172,330,436,2854,158,8,45,50,113,31,21,46,1910,2037,348,53,67,2729,997,453,435
2017,MI,Washtenaw County CoC,MI-509,5588663,"Smaller Cities, Counties, and Regional CoCs",181,171,52,31,62,38,780,69,106,144,1183,300,30,84,110,214,52,36,79,865,1025,140,10,60,1224,645,788,765
2017,MI,Saginaw City & County CoC,MI-510,1884846,"Smaller Cities, Counties, and Regional CoCs",274,274,49,20,64,24,827,112,172,217,1659,102,6,10,16,79,11,17,26,1173,1202,13,8,3,1425,821,370,359
2017,MI,Lenawee County CoC,MI-511,103011,"Smaller Cities, Counties, and Regional CoCs",47,30,16,5,36,5,126,11,18,25,236,7,1,1,2,29,4,2,6,183,296,0,0,0,345,93,10,8
2017,MI,"Grand Traverse, Antrim, Leelanau Counties CoC",MI-512,672325,"Smaller Cities, Counties, and Regional CoCs",137,112,70,46,73,48,377,56,81,96,690,46,1,9,9,9,1,4,5,445,502,70,8,54,520,244,233,230
2017,MI,"Marquette, Alger Counties CoC",MI-513,124049,"Smaller Cities, Counties, and Regional CoCs",34,32,29,12,60,13,174,10,14,15,295,17,1,2,3,11,1,1,1,235,278,0,0,0,345,210,35,29
2017,MI,Battle Creek/Calhoun County CoC,MI-514,297131,"Smaller Cities, Counties, and Regional CoCs",183,143,32,23,64,30,349,67,95,115,921,3,0,0,0,60,16,1,16,596,692,22,5,13,900,349,0,0
2017,MI,Monroe City & County CoC,MI-515,131448,"Smaller Cities, Counties, and Regional CoCs",187,151,36,18,89,31,239,17,32,47,871,6,0,2,2,70,23,5,28,631,647,0,0,0,794,261,43,42
2017,MI,"Norton Shores, Muskegon City & County CoC",MI-516,554978,"Smaller Cities, Counties, and Regional CoCs",123,123,33,16,52,18,445,193,237,279,958,19,2,1,3,20,4,4,7,696,806,80,38,38,1015,628,161,156
2017,MI,Jackson City & County CoC,MI-517,825123,"Smaller Cities, Counties, and Regional CoCs",159,159,29,15,67,19,507,42,67,100,741,21,1,4,5,47,5,5,9,515,590,24,5,9,728,334,90,88
2017,MI,Livingston County CoC,MI-518,224593,"Smaller Cities, Counties, and Regional CoCs",39,39,8,7,25,7,211,20,35,51,557,7,0,2,2,10,0,1,1,456,500,43,8,35,505,134,35,33
2017,MI,Holland/Ottawa County CoC,MI-519,1017251,"Smaller Cities, Counties, and Regional CoCs",322,322,43,26,81,34,736,99,150,231,1200,47,1,21,22,15,1,1,1,757,818,0,0,0,1071,501,140,137
2017,MI,Eaton County CoC,MI-523,900050,"Smaller Cities, Counties, and Regional CoCs",91,91,32,5,102,43,537,15,40,68,393,19,1,3,3,37,16,5,18,291,472,0,0,0,478,396,50,50
2017,MN,Minneapolis/Hennepin County CoC,MN-500,12013665,Major Cities,2660,2487,57,23,79,28,3301,324,508,716,11009,872,87,231,292,486,96,133,196,6746,7546,496,135,164,7618,1731,4851,4469
2017,MN,Saint Paul/Ramsey County CoC,MN-501,7001581,"Smaller Cities, Counties, and Regional CoCs",1283,775,43,21,75,27,1263,73,131,190,4229,568,61,138,187,210,60,52,102,2742,3688,513,169,91,3823,767,3364,3021
2017,MN,Rochester/Southeast Minnesota CoC,MN-502,2134136,"Smaller Cities, Counties, and Regional CoCs",412,363,45,24,176,87,730,23,43,61,1048,146,10,22,30,164,23,20,39,670,1125,33,22,11,969,587,808,710
2017,MN,"Dakota, Anoka, Washington, Scott, Carver Counties ",MN-503,3819588,"Smaller Cities, Counties, and Regional CoCs",337,306,77,43,113,55,1274,59,78,123,1626,193,19,56,67,94,24,27,43,1240,1547,161,44,76,1584,968,782,724
2017,MN,Northeast Minnesota CoC,MN-504,431158,"Smaller Cities, Counties, and Regional CoCs",70,64,23,19,99,29,237,10,18,22,250,37,6,13,18,52,11,9,20,196,346,0,0,0,309,208,196,181
2017,MN,St. Cloud/Central Minnesota CoC,MN-505,1348207,"Smaller Cities, Counties, and Regional CoCs",571,415,32,15,109,36,743,32,59,110,1595,68,10,17,25,53,14,8,21,1184,1479,110,12,40,1228,546,564,513
2017,MN,Northwest Minnesota CoC,MN-506,672592,"Smaller Cities, Counties, and Regional CoCs",266,266,32,17,120,30,604,48,74,103,1176,59,2,10,11,32,6,6,12,732,907,682,14,53,937,441,401,348
2017,MN,Moorhead/West Central Minnesota CoC,MN-508,801583,"Smaller Cities, Counties, and Regional CoCs",174,174,34,18,83,29,381,11,18,32,1047,93,11,29,37,15,1,6,7,772,927,36,8,15,606,260,673,633
2017,MN,Duluth/St.Louis County CoC,MN-509,2963567,"Smaller Cities, Counties, and Regional CoCs",324,271,29,10,91,22,1622,128,206,332,1513,234,14,29,39,194,37,34,63,982,1217,243,24,179,1366,511,927,832
2017,MN,Southwest Minnesota CoC,MN-511,969625,"Smaller Cities, Counties, and Regional CoCs",107,92,24,18,65,26,379,14,25,34,442,56,9,15,20,63,13,9,20,350,459,0,0,0,372,244,214,190
2017,MO,St. Louis County CoC,MO-500,1928309,"Smaller Cities, Counties, and Regional CoCs",352,216,38,20,77,28,380,23,37,45,1437,132,9,21,30,39,15,8,21,1156,1443,25,23,1,1369,636,358,346
2017,MO,St.Louis City CoC,MO-501,11487718,"Smaller Cities, Counties, and Regional CoCs",1159,971,74,41,129,63,1246,78,132,214,3242,842,50,172,214,318,72,69,133,2025,2399,298,47,52,2753,1121,1630,1598
2017,MO,"St. Charles City & County, Lincoln, Warren Counties CoC",MO-503,334324,"Smaller Cities, Counties, and Regional CoCs",207,101,41,19,63,23,132,14,15,17,569,23,0,14,14,129,15,11,25,436,599,1,1,0,598,333,30,26
2017,MO,"Springfield/Greene, Christian, Webster Counties CoC",MO-600,950006,"Smaller Cities, Counties, and Regional CoCs",195,184,54,23,64,27,401,22,30,44,825,87,5,16,19,97,10,11,19,572,844,42,4,10,852,326,168,154
2017,MO,"Joplin/Jasper, Newton Counties CoC",MO-602,560852,"Smaller Cities, Counties, and Regional CoCs",285,111,72,38,184,109,380,19,27,52,241,28,4,2,5,43,6,5,11,121,332,0,0,0,350,239,128,116
2017,MO,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",MO-603,1239738,"Smaller Cities, Counties, and Regional CoCs",108,108,82,9,110,10,1052,315,492,584,581,129,13,39,51,811,77,28,98,413,550,979,297,539,974,467,225,188
2017,MO,Kansas City/Independence/Lee's Summit/Jackson County CoC,MO-604M,13179385,Major Cities,1499,1381,86,52,207,66,436,45,75,122,1574,792,56,210,251,1103,155,86,208,1013,1788,14,5,6,1555,946,1128,1021
2017,MO,Missouri Balance of State CoC,MO-606,4978996,Balance of State and Statewide CoCs,732,418,46,21,65,23,1320,76,107,152,1903,424,29,77,100,270,38,45,45,1445,2369,487,43,402,2418,1322,1234,1143
2017,MP,Northern Mariana Islands CoC,MP-500,0,Balance of State and Statewide CoCs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,33,18,0,0
2017,MS,"Jackson/Rankin, Madison Counties CoC",MS-500,917234,"Smaller Cities, Counties, and Regional CoCs",400,318,1991,5,3524,10,293,18,22,33,1418,56,0,0,0,129,12,12,17,1069,1292,0,0,0,1288,248,318,295
2017,MS,Mississippi Balance of State CoC,MS-501,3120635,Balance of State and Statewide CoCs,525,291,45,17,70,26,924,28,42,84,1066,8,2,1,3,514,109,38,133,768,2039,57,12,23,2236,1606,146,121
2017,MS,Gulf Port/Gulf Coast Regional CoC,MS-503,805392,"Smaller Cities, Counties, and Regional CoCs",48,48,51,5,51,5,716,7,12,22,273,20,3,6,7,27,6,11,17,191,691,513,16,412,706,433,127,119
2017,MT,Montana Statewide CoC,MT-500,2434677,Balance of State and Statewide CoCs,996,145,99,25,158,61,823,6,10,12,555,247,58,1,59,408,59,2,59,323,1454,2,0,0,1557,1116,7,3
2017,NC,Winston-Salem/Forsyth County CoC,NC-500,1956291,"Smaller Cities, Counties, and Regional CoCs",443,324,61,32,73,36,800,63,87,137,1868,42,2,9,10,248,14,38,50,1330,1361,0,0,0,1699,457,284,278
2017,NC,Asheville/Buncombe County CoC,NC-501,1254274,"Smaller Cities, Counties, and Regional CoCs",474,299,43,24,145,78,819,83,121,230,1110,89,4,53,57,15,1,10,11,686,836,66,11,19,979,633,625,591
2017,NC,Durham City & County CoC,NC-502,1247410,"Smaller Cities, Counties, and Regional CoCs",305,305,90,63,111,70,714,56,72,109,1203,101,4,22,26,71,10,13,21,742,858,0,0,0,930,433,386,371
2017,NC,North Carolina Balance of State CoC,NC-503,8286424,Balance of State and Statewide CoCs,2316,1460,61,32,77,37,2900,176,308,428,6258,638,33,126,146,261,41,47,83,4432,5456,95,16,21,6254,2709,1640,1618
2017,NC,"Greensboro, High Point CoC",NC-504,1991106,"Smaller Cities, Counties, and Regional CoCs",481,449,67,42,84,55,1598,135,230,317,2398,163,32,32,37,101,39,23,39,1677,1757,24,1,9,1949,1123,384,332
2017,NC,Charlotte/Mecklenberg CoC,NC-505,3685454,Major Cities,1107,1083,77,38,94,46,2343,234,343,473,5104,318,23,145,163,119,13,30,42,2956,3371,72,2,15,4314,2551,1087,1018
