year,coc_number,coc_number_and_name,pprn,estimated_ard,tier_1,bonus,dv_bonus,coc_planning
2017,WA-503,"WA-503-TACOMA,LAKEWOOD,PIERCE COUNTY",3797096,3196787,,227826,,113913
2017,WA-504,"WA-504-EVERETT,SNOHOMISH COUNTY",2370053,7638851,,458331,,229166
2017,WA-507,WA-507-YAKIMA CITY & COUNTY,680018,586667,,40801,,20401
2017,WA-508,"WA-508-VANCOUVER,CLARK COUNTY",719506,1691381,,101483,,50741
2017,WI-500,WI-500-WISCONSIN BALANCE OF STATE,9189030,8521969,,551342,,275671
2017,WI-501,WI-501-MILWAUKEE CITY & COUNTY,11932798,10104368,,715968,,357984
2017,WI-502,WI-502-RACINE CITY & COUNTY,1507947,831676,,90477,,45238
2017,WI-503,"WI-503-MADISON,DANE COUNTY",1556221,3064653,,183879,,91940
2017,WV-500,"WV-500-WHEELING,WEIRTON AREA",640611,394225,,38437,,19218
2017,WV-501,"WV-501-HUNTINGTON,CABELL,WAYNE COUNTIES",1352110,2250761,,135046,,67523
2017,WV-503,"WV-503-CHARLESTON,KANAWHA,PUTNAM,BOONE,CLAY COUNTIES",1391676,1183759,,83501,,41750
2017,WV-508,WV-508-WEST VIRGINIA BALANCE OF STATE,3128978,3901673,,234100,,117050
2017,WY-500,WY-500-WYOMING STATEWIDE,952375,263902,,57143,,28571
2016,AK-500,AK-500-ANCHORAGE,1169576,2891188,,144559,,86736
2016,AK-501,AK-501-ALASKA BALANCE OF STATE,669635,738551,,36928,,22157
2016,AL-500,"AL-500-BIRMINGHAM,JEFFERSON,ST.CLAIR,SHELBY COUNTIES",5708402,8748112,,437406,,262443
2016,AL-501,"AL-501-MOBILE CITY & COUNTY,BALDWIN COUNTY",2980527,3838133,,191907,,115144
2016,AL-502,"AL-502-FLORENCE,NORTHWEST ALABAMA",546277,485063,,27314,,16388
2016,AL-503,"AL-503-HUNTSVILLE,NORTH ALABAMA",831625,729618,,41581,,24949
2016,AL-504,AL-504-MONTGOMERY CITY & COUNTY,1443665,2044284,,102214,,61329
2016,AL-506,AL-506-TUSCALOOSA CITY & COUNTY,364906,232472,,18245,,10947
2016,AL-507,AL-507-ALABAMA BALANCE OF STATE,3451663,821073,,172583,,103550
2016,AR-500,"AR-500-LITTLE ROCK,CENTRAL ARKANSAS",1593254,3289946,,164497,,98698
2016,AR-501,"AR-501-FAYETTEVILLE,NORTHWEST ARKANSAS",966215,380278,,48311,,28986
2016,AR-503,AR-503-ARKANSAS BALANCE OF STATE,1817440,458168,,90872,,54523
2016,AR-505,AR-505-SOUTHEAST ARKANSAS,750686,292022,,37534,,22521
2016,AR-508,AR-508-FORT SMITH,604639,0,,30232,,18139
2016,AR-512,"AR-512-BOONE,BAXTER,MARION,NEWTON COUNTIES",218738,0,,10937,,6562
2016,AZ-500,AZ-500-ARIZONA BALANCE OF STATE,3340318,3883936,,194197,,116518
2016,AZ-501,"AZ-501-TUCSON,PIMA COUNTY",5588707,8169802,,408490,,245094
2016,AZ-502,"AZ-502-PHOENIX,MESA,MARICOPA COUNTY",17949992,24568339,,1228417,,737050
2016,CA-500,"CA-500-SAN JOSE,SANTA CLARA CITY & COUNTY",8074319,19009820,,950491,,570295
2016,CA-501,CA-501-SAN FRANCISCO,11952143,30631104,,1531555,,918933
2016,CA-502,"CA-502-OAKLAND,BERKELEY,ALAMEDA COUNTY",9495123,28174595,,1408730,,845238
2016,CA-503,CA-503-SACRAMENTO CITY & COUNTY,7333528,19229375,,961469,,576881
2016,CA-504,"CA-504-SANTA ROSA,PETALUMA,SONOMA COUNTY",1634172,2986734,,149337,,89602
2016,CA-505,"CA-505-RICHMOND,CONTRA COSTA COUNTY",3116312,10786719,,539336,,323602
2016,CA-506,"CA-506-SALINAS,MONTEREY,SAN BENITO COUNTIES",1969320,1908540,,98466,,59080
2016,CA-507,CA-507-MARIN COUNTY,345744,3179036,,158952,,95371
2016,CA-508,"CA-508-WATSONVILLE,SANTA CRUZ CITY & COUNTY",749012,1808587,,90429,,54258
2016,CA-509,CA-509-MENDOCINO COUNTY,317439,1712020,,85601,,51361
2016,CA-510,"CA-510-TURLOCK,MODESTO,STANISLAUS COUNTY",3078958,3247145,,162357,,97414
2016,CA-511,"CA-511-STOCKTON,SAN JOAQUIN COUNTY",4285057,4294001,,214700,,128820
2016,CA-512,"CA-512-DALY CITY,SAN MATEO COUNTY",2437875,8160635,,408032,,244819
2016,CA-513,"CA-513-VISALIA,KINGS,TULARE COUNTIES",2010367,2026464,,101323,,60794
2016,CA-514,"CA-514-FRESNO CITY & COUNTY,MADERA COUNTY",7467435,8509810,,425491,,255294
2016,CA-515,"CA-515-ROSEVILLE,ROCKLIN,PLACER,NEVADA COUNTIES",812362,1232711,,61636,,36981
2016,CA-516,"CA-516-REDDING,SHASTA,SISKIYOU,LASSEN,PLUMAS,DEL NORTE,MODOC,SIERRA COUNTIES",978591,317347,,48930,,29358
2016,CA-517,CA-517-NAPA CITY & COUNTY,323473,694644,,34732,,20839
2016,CA-518,"CA-518-VALLEJO,SOLANO COUNTY",766396,1221094,,61055,,36633
2016,CA-519,"CA-519-CHICO,PARADISE,BUTTE COUNTY",563171,517735,,28159,,16895
2016,CA-520,CA-520-MERCED CITY & COUNTY,859263,712271,,42963,,25778
2016,CA-521,"CA-521-DAVIS,WOODLAND,YOLO COUNTY",481693,458394,,24085,,14451
2016,CA-522,CA-522-HUMBOLDT COUNTY,541466,798171,,39909,,23945
2016,CA-523,"CA-523-COLUSA,GLENN,TRINITY COUNTIES",213182,0,,10659,,6395
2016,CA-524,"CA-524-YUBA CITY & COUNTY,SUTTER COUNTY",471714,0,,23586,,14151
2016,CA-525,CA-525-EL DORADO COUNTY,302760,10556,,15138,,9083
2016,CA-526,"CA-526-TUOLUMNE,AMADOR,CALAVERAS,MARIPOSA COUNTIES",429724,301090,,21486,,12892
2016,CA-527,CA-527-TEHAMA COUNTY,183684,0,,9184,,5511
2016,CA-530,"CA-530-ALPINE,INYO,MONO COUNTIES",103023,0,,5151,,3091
2016,CA-600,CA-600-LOS ANGELES CITY & COUNTY,63572025,101995691,,5099785,,1250000
2016,CA-601,CA-601-SAN DIEGO CITY AND COUNTY,14448695,17363919,,868196,,520918
2016,CA-602,"CA-602-SANTA ANA,ANAHEIM,ORANGE COUNTY",13302922,21703735,,1085187,,651112
2016,CA-603,"CA-603-SANTA MARIA,SANTA BARBARA COUNTY",1760769,1615010,,88038,,52823
2016,CA-604,"CA-604-BAKERSFIELD,KERN COUNTY",5462510,5390165,,273126,,163875
2016,CA-606,CA-606-LONG BEACH,4088787,7312216,,365611,,219366
2016,CA-607,CA-607-PASADENA,1295691,3084033,,154202,,92521
2016,CA-608,CA-608-RIVERSIDE CITY & COUNTY,10530021,9069625,,526501,,315901
2016,CA-609,CA-609-SAN BERNARDINO CITY & COUNTY,11220078,9880150,,561004,,336602
2016,CA-611,"CA-611-OXNARD,SANBUENAVENTURA,VENTURA COUNTY",3397896,1908656,,169895,,101937
2016,CA-612,CA-612-GLENDALE,1145250,2302719,,115136,,69082
2016,CA-613,CA-613-IMPERIAL COUNTY,555029,175053,,27751,,16651
2016,CA-614,CA-614-SAN LUIS OBISPO COUNTY,1192328,902328,,59616,,35770
2016,CO-500,CO-500-COLORADO BALANCE OF STATE,3080102,2778029,,154005,,92403
2016,CO-503,CO-503-METROPOLITAN DENVER,9996539,23730624,,1186531,,711919
2016,CO-504,"CO-504-COLORADO SPRINGS,EL PASO COUNTY",2155466,2386264,,119313,,71588
2016,CT-503,"CT-503-BRIDGEPORT,STAMFORD,NORWALK,FAIRFIELD COUNTY",3292211,9895520,,494776,,296866
2016,CT-505,CT-505-CONNECTICUT BALANCE OF STATE,12092853,32598460,,1629923,,977954
2016,DC-500,DC-500-DISTRICT OF COLUMBIA,9955694,20207356,,1010368,,606221
2016,DE-500,DE-500-DELAWARE STATEWIDE,3652968,7629178,,381459,,228875
2016,FL-500,"FL-500-SARASOTA,BRADENTON,MANATEE,SARASOTA COUNTIES",2509361,796249,,125468,,75281
2016,FL-501,"FL-501-TAMPA,HILLSBOROUGH COUNTY",6260726,6055045,,313036,,187822
2016,FL-502,"FL-502-ST.PETERSBURG,CLEARWATER,LARGO,PINELLAS COUNTY",3192292,3920283,,196014,,117608
2016,FL-503,"FL-503-LAKELAND,WINTERHAVEN,POLK COUNTY",2464634,1522617,,123232,,73939
2016,FL-504,"FL-504-DAYTONA BEACH,DAYTONA,VOLUSIA,FLAGLER COUNTIES",1729981,1169059,,86499,,51899
2016,FL-505,"FL-505-FORT WALTON BEACH,OKALOOSA,WALTON COUNTIES",446544,557463,,27873,,16724
2016,FL-506,"FL-506-TALLAHASSEE,LEON COUNTY",1968232,1286972,,98412,,59047
2016,FL-507,"FL-507-ORLANDO,ORANGE,OSCEOLA,SEMINOLE COUNTIES",7112259,7228991,,361450,,216870
2016,FL-508,"FL-508-GAINESVILLE,ALACHUA,PUTNAM COUNTIES",1023682,595389,,51184,,30710
2016,FL-509,"FL-509-FORT PIERCE,ST.LUCIE,INDIAN RIVER,MARTIN COUNTIES",992581,1555733,,77787,,46672
2016,FL-510,"FL-510-JACKSONVILLE-DUVAL,CLAY COUNTIES",4447951,4544865,,227243,,136346
2016,FL-511,"FL-511-PENSACOLA,ESCAMBIA,SANTA ROSA COUNTIES",1606730,791585,,80337,,48202
2016,FL-512,FL-512-ST.JOHNS COUNTY,356715,129540,,17836,,10701
2016,FL-513,"FL-513-PALM BAY,MELBOURNE,BREVARD COUNTY",730978,694732,,36549,,21929
2016,FL-514,"FL-514-OCALA,MARION COUNTY",1400928,205373,,70046,,42028
2016,FL-515,"FL-515-PANAMA CITY,BAY,JACKSON COUNTIES",659990,35192,,33000,,19800
2016,FL-517,"FL-517-HENDRY,HARDEE,HIGHLANDS COUNTIES",728567,169211,,36428,,21857
2016,FL-518,"FL-518-COLUMBIA,HAMILTON,LAFAYETTE,SUWANNEE COUNTIES",348852,346948,,17443,,10466
2016,FL-519,FL-519-PASCO COUNTY,1837332,837163,,91867,,55120
2016,FL-520,"FL-520-CITRUS,HERNANDO,LAKE,SUMTER COUNTIES",998803,370361,,49940,,29964
2016,FL-600,FL-600-MIAMI-DADE COUNTY,14262228,29027696,,1451385,,870831
2016,FL-601,"FL-601-FT LAUDERDALE,BROWARD COUNTY",4835895,10072946,,503647,,302188
2016,FL-602,"FL-602-PUNTA GORDA,CHARLOTTE COUNTY",235623,182132,,11781,,7069
2016,FL-603,"FL-603-FT MYERS,CAPE CORAL,LEE COUNTY",2247531,1762276,,112377,,67426
2016,FL-604,FL-604-MONROE COUNTY,320938,448853,,22443,,13466
2016,FL-605,"FL-605-WEST PALM BEACH,PALM BEACH COUNTY",4916179,4696369,,245809,,147485
2016,FL-606,"FL-606-NAPLES,COLLIER COUNTY",1526200,299792,,76310,,45786
2016,GA-500,GA-500-ATLANTA,4871670,6713479,,335674,,201404
2016,GA-501,GA-501-GEORGIA BALANCE OF STATE,17640525,16041150,,882026,,529216
2016,GA-502,GA-502-FULTON COUNTY,1699470,2712718,,135636,,81382
2016,GA-503,GA-503-ATHENS-CLARKE COUNTY,322555,696892,,34845,,20907
2016,GA-504,GA-504-AUGUSTA-RICHMOND COUNTY,1224931,604090,,61247,,36748
2016,GA-505,"GA-505-COLUMBUS-MUSCOGEE,RUSSELL COUNTY",1071333,1295712,,64786,,38871
2016,GA-506,"GA-506-MARIETTA,COBB COUNTY",2412880,2132318,,120644,,72386
2016,GA-507,"GA-507-SAVANNAH,CHATHAM COUNTY",1692793,3507581,,175379,,105227
2016,GA-508,GA-508-DEKALB COUNTY,3439009,4537067,,226853,,136112
2016,GU-500,GU-500-GUAM,1319776,1082174,,65989,,39593
2016,HI-500,HI-500-HAWAII BALANCE OF STATE,1302640,2004278,,100214,,60128
2016,HI-501,HI-501-HONOLULU CITY AND COUNTY,5281046,9099981,,454999,,272999
2016,IA-500,"IA-500-SIOUX CITY,DAKOTA,WOODBURY COUNTIES",1204301,715112,,60215,,36129
2016,IA-501,IA-501-IOWA BALANCE OF STATE,7270560,4376990,,363528,,218117
2016,IA-502,"IA-502-DES MOINES,POLK COUNTY",2894381,3120718,,156036,,93622
2016,ID-500,"ID-500-BOISE,ADA COUNTY",584449,904489,,45224,,27135
2016,ID-501,ID-501-IDAHO BALANCE OF STATE,2442840,2689798,,134490,,80694
2016,IL-500,IL-500-MCHENRY COUNTY,356682,903633,,45182,,27109
2016,IL-501,"IL-501-ROCKFORD,WINNEBAGO,BOONE COUNTIES",1837412,1415764,,91871,,55122
2016,IL-502,"IL-502-WAUKEGAN,NORTH CHICAGO,LAKE COUNTY",2023591,2037513,,101876,,61125
2016,IL-503,"IL-503-CHAMPAIGN,URBANA,RANTOUL,CHAMPAIGN COUNTY",478708,731744,,36587,,21952
2016,IL-504,IL-504-MADISON COUNTY,1284524,1770523,,88526,,53116
2016,IL-506,"IL-506-JOLIET,BOLINGBROOK,WILL COUNTY",1681079,3416291,,170815,,102489
2016,IL-507,"IL-507-PEORIA,PEKIN,FULTON,TAZEWELL,PEORIA,WOODFORD COUNTIES",1693111,1736750,,86838,,52103
2016,IL-508,"IL-508-EAST ST.LOUIS,BELLEVILLE,ST.CLAIR COUNTY",2064648,3096889,,154844,,92907
2016,IL-509,IL-509-DEKALB CITY & COUNTY,240748,611360,,30568,,18341
2016,IL-510,IL-510-CHICAGO,52532834,62448146,,3122407,,1250000
2016,IL-511,IL-511-COOK COUNTY,11048780,11197915,,559896,,335937
2016,IL-512,"IL-512-BLOOMINGTON,CENTRAL ILLINOIS",1397828,1054696,,69891,,41935
2016,IL-513,"IL-513-SPRINGFIELD,SANGAMON COUNTY",419830,445540,,22277,,13366
2016,IL-514,IL-514-DUPAGE COUNTY,2538457,4283400,,214170,,128502
2016,IL-515,IL-515-SOUTH CENTRAL ILLINOIS,1009161,875114,,50458,,30275
2016,IL-516,"IL-516-DECATUR,MACON COUNTY",380484,767758,,38388,,23033
2016,IL-517,"IL-517-AURORA,ELGIN,KANE COUNTY",905508,1575624,,78781,,47269
2016,IL-518,"IL-518-ROCK ISLAND,MOLINE,NORTHWESTERNILLINOIS",1964308,1004691,,98215,,58929
2016,IL-519,IL-519-WEST CENTRAL ILLINOIS,614466,631767,,31588,,18953
2016,IL-520,IL-520-SOUTHERN ILLINOIS,1536401,874423,,76820,,46092
2016,IN-500,"IN-500-SOUTH BEND,MISHAWAKA,ST.JOSEPH COUNTY",1964137,1435007,,98207,,58924
2016,IN-502,IN-502-INDIANA BALANCE OF STATE,17852450,10880755,,892623,,535574
2016,IN-503,IN-503-INDIANAPOLIS,6115763,4765814,,305788,,183473
2016,KS-502,"KS-502-WICHITA,SEDGWICK COUNTY",2098029,2479662,,123983,,74390
2016,KS-503,"KS-503-TOPEKA,SHAWNEE COUNTY",1269091,1813668,,90683,,54410
2016,KS-505,"KS-505-OVERLAND PARK,SHAWNEE,JOHNSON COUNTY",579129,657737,,32887,,19732
2016,KS-507,KS-507-KANSAS BALANCE OF STATE,3783922,2508151,,189196,,113518
2016,KY-500,KY-500-KENTUCKY BALANCE OF STATE,7746621,7886787,,394339,,236604
2016,KY-501,KY-501-LOUISVILLE-JEFFERSON COUNTY,7468452,8941171,,447059,,268235
2016,KY-502,KY-502-LEXINGTON-FAYETTE COUNTY,1484369,1543967,,77198,,46319
2016,LA-500,"LA-500-LAFAYETTE,ACADIANA REGIONAL",2114372,2392843,,119642,,71785
2016,LA-502,"LA-502-SHREVEPORT,BOSSIER,NORTHWESTLOUISIANA",1624454,3771327,,188566,,113140
2016,LA-503,"LA-503-NEW ORLEANS,JEFFERSON PARISH",10084689,17862078,,893104,,535862
2016,LA-504,LA-504-BATON ROUGE,3226285,1728880,,161314,,96789
2016,LA-505,"LA-505-MONROE,NORTHEAST LOUISIANA",748886,1572674,,78634,,47180
2016,LA-506,"LA-506-SLIDELL,SOUTHEAST LOUISIANA",874855,2225145,,111257,,66754
2016,LA-507,"LA-507-ALEXANDRIA,CENTRAL LOUISIANA",562760,704860,,35243,,21146
2016,LA-508,"LA-508-HOUMA-TERREBONNE,THIBODAUX",640527,1052820,,52641,,31585
2016,LA-509,LA-509-LOUISIANA BALANCE OF STATE,764723,11818487,,590924,,354555
2016,MA-500,MA-500-BOSTON,11670318,22164525,,1108226,,664936
2016,MA-502,MA-502-LYNN,1675738,1725129,,86256,,51754
2016,MA-503,MA-503-CAPE COD ISLANDS,565378,1661416,,83071,,49842
2016,MA-504,"MA-504-SPRINGFIELD,HAMPDEN COUNTY",3648128,3322648,,182406,,109444
2016,MA-505,MA-505-NEW BEDFORD,1804321,1684939,,90216,,54130
2016,MA-506,MA-506-WORCESTER CITY & COUNTY,4418678,6403065,,320153,,192092
2016,MA-507,"MA-507-PITTSFIELD,BERKSHIRE,FRANKLIN,HAMPSHIRE COUNTIES",1357348,1526049,,76302,,45781
2016,MA-508,MA-508-LOWELL,1404069,808792,,70203,,42122
2016,MA-509,MA-509-CAMBRIDGE,1820196,4053356,,202668,,121601
2016,MA-510,"MA-510-GLOUCESTER,HAVERHILL,SALEM,ESSEX COUNTY",1890981,1666360,,94549,,56729
2016,MA-511,"MA-511-QUINCY,BROCKTON,WEYMOUTH,PLYMOUTH CITY AND COUNTY",2462810,5371633,,268582,,161149
2016,MA-515,MA-515-FALL RIVER,1884862,1690979,,94243,,56546
2016,MA-516,MA-516-MASSACHUSETTS BALANCE OF STATE,5394848,9900375,,495019,,297011
2016,MA-517,MA-517-SOMERVILLE,1916373,1925107,,96255,,57753
2016,MA-518,"MA-518-BROOKLINE,NEWTON",2993947,1416700,,149697,,89818
2016,MA-519,"MA-519-ATTLEBORO,TAUNTON,BRISTOL COUNTY",772120,791738,,39587,,23752
2016,MD-500,"MD-500-CUMBERLAND,ALLEGANY COUNTY",323891,699622,,34981,,20989
2016,MD-501,MD-501-BALTIMORE,13593788,20031494,,1001575,,600945
2016,MD-502,MD-502-HARFORD COUNTY,254991,903189,,45159,,27096
2016,MD-503,"MD-503-ANNAPOLIS,ANNE ARUNDEL COUNTY",1367888,2133878,,106694,,64016
2016,MD-504,MD-504-HOWARD COUNTY,268418,762534,,38127,,22876
2016,MD-505,MD-505-BALTIMORE COUNTY,2628988,2688366,,134418,,80651
2016,MD-506,MD-506-CARROLL COUNTY,190654,379081,,18954,,11372
2016,MD-507,MD-507-CECIL COUNTY,152318,244476,,12224,,7334
2016,MD-508,"MD-508-CHARLES,CALVERT,ST.MARY'S COUNTIES",398939,2452371,,122619,,73571
2016,MD-509,MD-509-FREDERICK CITY & COUNTY,273069,551706,,27585,,16551
2016,MD-510,MD-510-GARRETT COUNTY,65096,247160,,12358,,7415
2016,MD-511,MD-511-MID-SHORE REGIONAL,326634,700725,,35036,,21022
2016,MD-512,"MD-512-HAGERSTOWN,WASHINGTON COUNTY",325387,487371,,24369,,14621
2016,MD-513,"MD-513-WICOMICO,SOMERSET,WORCESTER COUNTIES",362047,1168696,,58435,,35061
2016,MD-600,MD-600-PRINCE GEORGE'S COUNTY,3164569,4793960,,239698,,143819
2016,MD-601,MD-601-MONTGOMERY COUNTY,3043952,8158110,,407906,,244743
2016,ME-500,ME-500-MAINE BALANCE OF STATE,3921251,7946394,,397320,,238392
2016,ME-502,ME-502-PORTLAND,1298188,3239305,,161965,,97179
2016,MI-500,MI-500-MICHIGAN BALANCE OF STATE,5933151,8550336,,427517,,256510
2016,MI-501,MI-501-DETROIT,22853421,23443227,,1172161,,703297
2016,MI-502,"MI-502-DEARBORN,DEARBORN HEIGHTS,WESTLAND,WAYNE COUNTY",6018132,3280983,,300907,,180544
2016,MI-503,"MI-503-ST.CLAIR SHORES,WARREN,MACOMB COUNTY",2022060,1137477,,101103,,60662
2016,MI-504,"MI-504-PONTIAC,ROYAL OAK,OAKLAND COUNTY",4257050,5638464,,281923,,169154
2016,MI-505,"MI-505-FLINT,GENESEE COUNTY",3867415,2186670,,193371,,116022
2016,MI-506,"MI-506-GRAND RAPIDS,WYOMING,KENT COUNTY",3765587,5351772,,267589,,160553
2016,MI-507,"MI-507-PORTAGE,KALAMAZOO CITY & COUNTY",1407358,1722824,,86141,,51685
2016,MI-508,"MI-508-LANSING,EAST LANSING,INGHAM COUNTY",1660261,2500986,,125049,,75030
2016,MI-509,MI-509-WASHTENAW COUNTY,1338727,5566885,,278344,,167007
2016,MI-510,MI-510-SAGINAW CITY & COUNTY,1716356,1806174,,90309,,54185
2016,MI-511,MI-511-LENAWEE COUNTY,226569,108386,,11328,,6797
2016,MI-512,"MI-512-GRAND TRAVERSE,ANTRIM,LEELANAU COUNTIES",327402,655841,,32792,,19675
2016,MI-513,"MI-513-MARQUETTE,ALGER COUNTIES",190597,141900,,9530,,5718
2016,MI-514,"MI-514-BATTLE CREEK,CALHOUN COUNTY",481768,312799,,24088,,14453
2016,MI-515,MI-515-MONROE CITY & COUNTY,320990,139126,,16050,,9630
2016,MI-516,"MI-516-NORTON SHORES,MUSKEGON CITY & COUNTY",565051,562063,,28253,,16952
2016,MI-517,MI-517-JACKSON CITY & COUNTY,531783,879670,,43984,,26390
2016,MI-518,MI-518-LIVINGSTON COUNTY,212606,212627,,10631,,6379
2016,MI-519,"MI-519-HOLLAND,OTTAWA COUNTY",502917,987803,,49390,,29634
2016,MI-523,MI-523-EATON COUNTY,170772,872920,,43646,,26188
2016,MN-500,"MN-500-MINNEAPOLIS,HENNEPIN COUNTY",9681568,11802564,,590128,,354077
2016,MN-501,"MN-501-ST.PAUL,RAMSEY COUNTY",4923694,6773514,,338676,,203205
2016,MN-502,"MN-502-ROCHESTER,SOUTHEAST MINNESOTA",1498805,1972892,,98645,,59187
2016,MN-503,"MN-503-DAKOTA,ANOKA,WASHINGTON,SCOTT,CARVER COUNTIES",2111055,3665015,,183251,,109950
2016,MN-504,MN-504-NORTHEAST MINNESOTA,265307,416059,,20803,,12482
2016,MN-505,"MN-505-ST.CLOUD,CENTRAL MINNESOTA",1296109,1357329,,67866,,40720
2016,MN-506,MN-506-NORTHWEST MINNESOTA,424065,652918,,32646,,19588
2016,MN-508,"MN-508-MOORHEAD,WEST CENTRALMINNESOTA",475548,838859,,41943,,25166
2016,MN-509,"MN-509-DULUTH,ST.LOUIS COUNTY",2903756,3059038,,152952,,91771
2016,MN-511,MN-511-SOUTHWEST MINNESOTA,688769,956062,,47803,,28682
2016,MO-500,MO-500-ST.LOUIS COUNTY,3621671,1977191,,181084,,108650
2016,MO-501,MO-501-ST.LOUIS,11861551,10973619,,593078,,355847
2016,MO-503,"MO-503-ST.CHARLES CITY & COUNTY,LINCOLN,WARREN COUNTIES",461495,279482,,23075,,13845
2016,MO-600,"MO-600-SPRINGFIELD,GREENE,CHRISTIAN,WEBSTER COUNTIES",662622,885539,,44277,,26566
2016,MO-602,"MO-602-JOPLIN,JASPER,NEWTON COUNTIES",376281,533918,,26696,,16018
2016,MO-603,"MO-603-ST.JOSEPH,ANDREW,BUCHANAN,DEKALB COUNTIES",1053599,1221712,,61086,,36651
2016,MO-604,"MO-604-KANSAS CITY,INDEPENDENCE,LEE'SSUMMIT,JACKSON COUNTY",7337358,12988559,,649428,,389657
2016,MO-606,MO-606-MISSOURI BALANCE OF STATE,5090879,4618103,,254544,,152726
2016,MS-500,"MS-500-JACKSON,RANKIN,MADISON COUNTIES",1968942,1320188,,98447,,59068
2016,MS-501,MS-501-MISSISSIPPI BALANCE OF STATE,4943636,2973629,,247182,,148309
2016,MS-503,"MS-503-GULF PORT,GULF COAST REGIONAL",938438,737401,,46922,,28153
2016,MT-500,MT-500-MONTANA STATEWIDE,1997290,2429362,,121468,,72881
2016,NC-500,"NC-500-WINSTON-SALEM,FORSYTH COUNTY",1581510,1847338,,92367,,55420
2016,NC-501,"NC-501-ASHEVILLE,BUNCOMBE COUNTY",536845,1170932,,58547,,35128
2016,NC-502,NC-502-DURHAM CITY & COUNTY,1359793,1284867,,67990,,40794
2016,NC-503,NC-503-NORTH CAROLINA BALANCE OF STATE,10511445,7888001,,525572,,315343
2016,NC-504,"NC-504-GREENSBORO,HIGH POINT",1796626,1857780,,92889,,55733
2016,NC-505,"NC-505-CHARLOTTE,MECKLENBURG COUNTY",3903529,3540799,,195176,,117106
2016,NC-506,"NC-506-WILMINGTON,BRUNSWICK,NEWHANOVER,PENDER COUNTIES",656768,648502,,32838,,19703
2016,NC-507,"NC-507-RALEIGH,WAKE COUNTY",3286615,2870762,,164331,,98598
2016,NC-509,"NC-509-GASTONIA,CLEVELAND,GASTON,LINCOLN COUNTIES",779491,811958,,40598,,24359
2016,NC-511,"NC-511-FAYETTEVILLE,CUMBERLAND COUNTY",551341,698580,,34929,,20957
2016,NC-513,"NC-513-CHAPEL HILL,ORANGE COUNTY",259317,608299,,30415,,18249
2016,NC-516,NC-516-NORTHWEST NORTH CAROLINA,505452,273671,,25273,,15164
2016,ND-500,ND-500-NORTH DAKOTA STATEWIDE,1310498,1983324,,99166,,59500
2016,NE-500,NE-500-NEBRASKA BALANCE OF STATE,2375460,1955886,,118773,,71264
2016,NE-501,"NE-501-OMAHA,COUNCIL BLUFFS",3750326,4112048,,205602,,123361
2016,NE-502,NE-502-LINCOLN,1165368,2172929,,108646,,65188
2016,NH-500,NH-500-NEW HAMPSHIRE BALANCE OF STATE,2257819,3452510,,172626,,103575
2016,NH-501,NH-501-MANCHESTER,1218239,1499846,,74992,,44995
2016,NH-502,"NH-502-NASHUA,HILLSBOROUGH COUNTY",300921,1814588,,90729,,54438
2016,NJ-500,NJ-500-ATLANTIC CITY & COUNTY,549605,503032,,27480,,16488
2016,NJ-501,NJ-501-BERGEN COUNTY,5928702,4609993,,296435,,177861
2016,NJ-502,NJ-502-BURLINGTON COUNTY,324360,514068,,25703,,15422
2016,NJ-503,"NJ-503-CAMDEN CITY &  COUNTY,GLOUCESTER,CAPE MAY,CUMBERLAND COUNTIES",4329183,3327477,,216459,,129875
2016,NJ-504,"NJ-504-NEWARK,ESSEX COUNTY",8876947,6570781,,443847,,266308
2016,NJ-506,"NJ-506-JERSEY CITY,BAYONNE,HUDSON COUNTY",6775643,6160139,,338782,,203269
2016,NJ-507,"NJ-507-NEW BRUNSWICK,MIDDLESEX COUNTY",1924266,2804020,,140201,,84121
2016,NJ-508,NJ-508-MONMOUTH COUNTY,1899049,3375112,,168756,,101253
2016,NJ-509,NJ-509-MORRIS COUNTY,1293234,1703815,,85191,,51114
2016,NJ-510,"NJ-510-LAKEWOOD TOWNSHIP,OCEAN COUNTY",1249262,427371,,62463,,37478
2016,NJ-511,"NJ-511-PATERSON,PASSAIC COUNTY",3274589,3971236,,198562,,119137
2016,NJ-512,NJ-512-SALEM COUNTY,184980,144160,,9249,,5549
2016,NJ-513,NJ-513-SOMERSET COUNTY,317495,385381,,19269,,11561
2016,NJ-514,"NJ-514-TRENTON,MERCER COUNTY",2219659,3553573,,177679,,106607
2016,NJ-515,"NJ-515-ELIZABETH,UNION COUNTY",4742668,4354444,,237133,,142280
2016,NJ-516,"NJ-516-WARREN,SUSSEX,HUNTERDON COUNTIES",752861,1189112,,59456,,35673
2016,NM-500,NM-500-ALBUQUERQUE,2796071,5528584,,276429,,165858
2016,NM-501,NM-501-NEW MEXICO BALANCE OF STATE,3276795,4796206,,239810,,143886
2016,NV-500,"NV-500-LAS VEGAS,CLARK COUNTY",9960160,13097155,,654858,,392915
2016,NV-501,"NV-501-RENO,SPARKS,WASHOE COUNTY",1710408,1575172,,85520,,51312
2016,NV-502,NV-502-NEVADA BALANCE OF STATE,611588,590149,,30579,,18348
2016,NY-500,"NY-500-ROCHESTER,IRONDEQUOIT,GREECE,MONROE COUNTY",7179294,11043669,,552183,,331310
