year,coc_number,caa_coc_award_amount
2007,PA-509,3216113
2007,PA-511,570009
2007,PA-501,1252024
2007,SC-504,425827
2007,SC-502,1850426
2007,SD-500,1287248
2007,SC-501,3178447
2007,RI-500,5662195
2007,SC-500,1520281
2007,SC-503,732718
2007,MI-515,100125
2007,CT-505,3307340
2007,CT-512,1298206
2007,CT-506,1344232
2007,CT-510,348849
2007,CT-504,774581
2007,CT-509,1059559
2007,CT-502,4283022
2007,FL-508,821693
2007,FL-511,932452
2007,FL-503,1315897
2007,FL-506,919769
2007,DC-500,17447828
2007,DE-500,4877641
2007,FL-501,3617018
2007,CA-603,1365765
2007,CA-611,549654
2007,CO-503,11280176
2007,CA-518,1006237
2007,CA-505,7368118
2007,CA-526,39900
2007,CA-513,101920
2007,CT-503,3707629
2007,CT-501,5187485
2007,CT-508,1212827
2007,CT-507,1398362
2007,CO-504,1338418
2007,CO-500,2310199
2007,CT-500,678204
2007,FL-519,223735
2007,FL-505,577107
2007,FL-520,78143
2007,FL-518,88392
2007,FL-517,205975
2007,FL-500,607195
2007,FL-605,4289363
2007,GA-500,9084992
2007,GA-505,1183715
2007,GA-506,1212220
2007,GA-504,448314
2007,GA-501,10663019
2007,GA-507,3184688
2007,GA-503,537885
2007,FL-512,102257
2007,FL-513,838856
2007,FL-604,450664
2007,FL-509,728411
2007,FL-507,4491416
2007,FL-606,217645
2007,FL-603,2089509
2007,FL-502,2974598
2007,FL-515,47482
2007,FL-601,7717470
2007,FL-510,3838199
2007,FL-504,859497
2007,FL-514,287785
2007,FL-600,24372852
2007,AZ-501,6410805
2007,AZ-500,2642589
2007,CA-502,20706744
2007,AZ-502,21452614
2007,AR-506,200000
2007,AR-509,99262
2007,AR-500,3041922
2007,CA-609,7288774
2007,CA-500,9320700
2007,CA-511,4165543
2007,CA-607,2611673
2007,CA-600,67553854
2007,CA-601,8807253
2007,CA-602,11769336
2007,AL-504,1916355
2007,AL-505,29297
2007,AL-501,3187838
2007,AL-503,566594
2007,AK-500,2360291
2007,AK-501,479347
2007,AL-502,520531
2007,AR-502,21600
2007,AR-504,133596
2007,AR-505,265061
2007,AR-501,90720
2007,AL-506,90070
2007,AL-507,128638
2007,AL-500,6931170
2007,CA-516,276240
2007,CA-522,423833
2007,CA-614,848221
2007,CA-613,249130
2007,CA-515,546216
2007,CA-610,5292129
2007,CA-509,1584757
2007,CA-507,2221722
2007,CA-524,30300
2007,CA-525,13339
2007,CA-523,31500
2007,CA-510,2548495
2007,CA-517,399709
2007,CA-605,1136534
2007,CA-519,423796
2007,CA-503,13531483
2007,CA-501,18357773
2007,CA-606,5402425
2007,CA-514,5040513
2007,CA-504,1750579
2007,CA-508,1212840
2007,CA-608,6486448
2007,CA-512,5239978
2007,CA-521,411763
2007,CA-506,1626917
2007,CA-612,2088303
2007,CA-520,81163
2007,CA-604,1415353
2007,MD-600,3992336
2007,MD-501,18444023
2007,MD-510,224297
2007,MD-509,518808
2007,MA-514,475048
2007,MD-505,2113444
2007,MD-502,700683
2007,MD-507,149711
2007,MD-601,5990241
2007,MD-512,500614
2007,MD-511,561299
2007,MD-506,333775
2007,MD-500,731714
2007,MD-503,1616331
2007,MA-507,413135
2007,MA-505,1295518
2007,MA-516,8130850
2007,MA-500,18090902
2007,MA-517,1906069
2007,MA-502,1723762
2007,MA-520,675337
2007,MA-513,1396572
2007,MA-506,5206625
2007,MA-510,1505710
2007,MA-518,1123024
2007,MA-512,523164
2007,MA-508,819918
2007,MA-503,1221910
2007,MI-509,3958403
2007,MI-503,772253
2007,MI-521,21403
2007,MI-519,845176
2007,MI-518,128219
2007,MI-511,89511
2007,MI-512,352041
2007,MI-507,924927
2007,MI-514,416660
2007,MI-500,4737280
2007,MI-523,776950
2007,MI-522,42894
2007,MI-513,192095
2007,MI-505,1600126
2007,ME-500,5202612
2007,ME-502,2707831
2007,MI-501,21084301
2007,ME-501,1308860
2007,MD-508,1725527
2007,MD-504,574476
2007,MD-513,917566
2007,MI-517,792067
2007,MI-506,4109064
2007,MI-502,2158189
2007,MI-508,1696769
2007,MI-516,424602
2007,MI-510,1597698
2007,MI-504,3314144
2007,IL-500,878359
2007,IL-503,788498
2007,IL-515,917110
2007,IL-512,995716
2007,IL-511,6437605
2007,IL-518,1360053
2007,IL-507,1344199
2007,IL-516,726717
2007,IL-513,548949
2007,IL-520,775826
2007,IL-501,1376742
2007,IL-519,620870
2007,IL-504,1671591
2007,IL-508,1851208
2007,IA-501,4115855
2007,IA-500,673198
2007,ID-500,804402
2007,IA-502,2655423
2007,GU-500,587307
2007,HI-501,5965906
2007,HI-500,423207
2007,IL-506,2736898
2007,IL-514,3052322
2007,IL-510,45315110
2007,IL-509,557278
2007,ID-501,2560646
2007,IL-502,1088467
2007,IL-517,1216532
2007,LA-505,1059553
2007,LA-508,1263130
2007,LA-503,12828438
2007,LA-507,609488
2007,LA-502,2332016
2007,LA-504,2559807
2007,LA-500,1965971
2007,MA-504,1548244
2007,MA-519,615374
2007,MA-511,2067130
2007,MA-515,1654787
2007,LA-501,260041
2007,MA-501,1167736
2007,MA-509,3162077
2007,KS-500,158520
2007,KS-501,971711
2007,KS-502,1888255
2007,IN-503,4426064
2007,IL-505,963175
2007,IN-502,12123198
2007,IN-500,1078627
2007,KY-502,1570829
2007,KY-501,6084354
2007,LA-506,2039010
2007,KY-500,7606196
2007,KS-503,1457484
2007,KS-505,135660
2007,KS-507,2370585
